Identifiant station;Nom de la station;Capacité de la station;Coordonnées géographiques;station_opening_hours
2101;Bachaumont - Montmartre;33;48.86617395079137, 2.3449775576591496;
13047;Boutroux - Porte de Vitry;49;48.822632, 2.377738;
19036;Hôpital Robert Debré;33;48.88005222200894, 2.4008650346327003;
9016;Choron - Martyrs;17;48.877851443503, 2.3396701365709;
21203;Place Jules Ferry;28;48.812107928414775, 2.325837314128876;
21031;Cimetière de Boulogne-Billancourt;40;48.830764, 2.252024;
8001;Petit Palais;46;48.8667692, 2.3157655;
17015;Place de Lévis;48;48.883546851533254, 2.3131933808326726;
44007;Camille Groult - Guy Môquet;22;48.787482746521306, 2.3976725712418556;
21204;Estienne d'Orves - Henri Ginoux;31;48.815388220397274, 2.320886790760933;
23010;Voltaire - Anatole France;27;48.891999360256904, 2.284262739121914;
41211;Louis Xavier de Ricard - Ancienne Mairie;34;48.84629899065091, 2.472420372068882;
13018;Bruant - Vincent Auriol;25;48.834848452929, 2.3668264996271;
10204;Dunkerque - Maubeuge;1;48.880432768947, 2.3528900992907;
12019;Gare de Reuilly - Picpus;28;48.84267354116789, 2.3972943797707558;
20034;Sorbier - Ménilmontant;24;48.868542395661, 2.3897721245885;
17019;Phalsbourg - Villiers;20;48.88242307900951, 2.3090453445911407;
22503;Joffre - Aigle;20;48.904033, 2.245096;
4014;Blancs-Manteaux - Archives;29;48.85941800703, 2.3559471219778;
21110;Parc Roger Salengro;35;48.905303858642, 2.31055945158;
22502;Kléber - National;20;48.906333898712234, 2.2393910586833954;
4015;Mairie du 4ème;44;48.855949910497, 2.3563823103905;
42211;Séminaire de Conflans - Liberté;26;48.823194, 2.404179;
9039;Chaussée d'Antin - Haussmann;28;48.87243, 2.33359;
17106;Berthier - Porte de Clichy;24;48.894222687781, 2.3125872006816;
35005;Quai de l'Aisne - Général Leclerc;27;48.895713, 2.400571;
12016;Saint-Mande - Picpus;35;48.845127728278, 2.4015686296482;
13024;Bobillot - Tolbiac;33;48.8255961335041, 2.350204177200794;
20013;Alexandre Dumas - Place de la Réunion;45;48.85533710742046, 2.3997703687646292;
15114;Pasteur - Cotentin;33;48.8389284, 2.316356;
25002;Hôtel de Ville de Rueil-Malmaison;20;48.878194, 2.181724;
14025;Jacquier - Didot;30;48.82953336292279, 2.318179272115231;
17050;Batignolles - Abel Truchet;28;48.883103904582, 2.3238347490884;
3201;Payenne - Square George Caïn;24;48.8578329, 2.3622643;
41212;Nungesser - Santé;22;48.852335, 2.448967;
22018;Charles de Gaulle - Les Sablons;35;48.880987514929, 2.2715748726513;
7109;Place Joffre - Frédéric le Play;38;48.853754486938, 2.3044242337346;
11014;Place de la Nation - Taillebourg;47;48.8488408, 2.3973043;
18205;Mauroy - Cheminots;32;48.897715198403, 2.357895075822;
4108;Quai de Béthune - Pont de la Tournelle;25;48.85097433194, 2.3563072085381;
35014;Charles de Gaulle - Jean Lolive;26;48.8932644350857, 2.4126765131950383;
34014;Michelet - Dr Bauer;32;48.906125424194, 2.3440374449846;
6016;Danton - Serpente;36;48.852297362582, 2.3414132371545;
8002;Gare Saint-Lazare - Cour du Havre;45;48.875674400851, 2.3265598341823;
8203;Matignon - Faubourg Saint-Honoré;35;48.871499100264, 2.3138961727427;
13007;Le Brun - Gobelins;48;48.835092787824, 2.3534681351338;
92002;Théâtre des Amandiers - Palais des sports;23;48.892648526839, 2.2136941552162;
8016;Square Louis XVI;29;48.87320440102894, 2.323658830743138;
11023;Saint-Maur - Roquette;46;48.858688774062955, 2.383553994571467;
31022;Mairie de Montreuil;52;48.86131452758348, 2.440614402294159;
44006;Concorde - Stalingrad;35;48.7985844, 2.3821302;
15054;Lecourbe - Jean Maridor;19;48.83796366147599, 2.2877392172813416;
18022;Marcadet - Barbès;37;48.890451120965, 2.3490573929687;
15109;Cevennes - Bergers;29;48.84240765130395, 2.281037718057633;
11026;Chemin Vert - Saint-Maur;45;48.86112461407359, 2.381299026310444;
21701;Larmeroux - Baudelaire;29;48.816939911292, 2.2809894804846;
15046;Parc Georges Brassens - Brancion;29;48.83227829269761, 2.3022570088505745;
42302;Aristide Briand - Gare de Bagneux;22;48.79387269664978, 2.321148812770844;
19016;Hautpoul - Jean Jaurès;32;48.886393679436, 2.3865414544355;
13002;Arago - Glacière;27;48.83486054775774, 2.3445770524322067;
31010;Stalingrad - Désiré Chevalier;42;48.85670169739857, 2.445072233676911;
12115;Porte de Vincennes;33;48.846454, 2.415514;
18204;Porte de la Chapelle - Boulevard Ney;52;48.900097357789, 2.3586005020149;
20036;Ménilmontant - Pelleport;32;48.870682633845, 2.3989596023316;
21013;Pierre Grenier - Pont de Billancourt;21;48.8258020742942, 2.2487989068031315;
21105;Morice - Général Leclerc;25;48.90245471981591, 2.3128929734230046;
17124;Porte de Saint-Ouen - Henri Huchard;26;48.898708366365064, 2.3295360803604126;
15108;Lourmel - Marie Skobtsov;22;48.844974, 2.287283;
18049;Porte d'Aubervilliers;55;48.89859661942376, 2.3689722642302513;
34010;Hôtel de Ville de Saint-Ouen;48;48.911380185786, 2.3340076807601;
18008;Square Léon;33;48.88667396788626, 2.353205569088459;
14030;Pernety - Raymond Losserand;32;48.834254627953, 2.317609339387;
21024;Billancourt - Général Leclerc;22;48.8322649, 2.2380413;
12041;Bois de Vincennes.;60;48.8338064, 2.4132221;
15020;Mairie du 15ème;46;48.8417762, 2.2986539;
19031;Manin - Crimée;23;48.8831217743719, 2.3863670602440834;
17104;Jardin Marguerite Long;22;48.8816985773914, 2.2836575657129288;
14016;René Coty - Parc Montsouris;55;48.82479134498032, 2.336124926805496;
12033;François Truffaut - Saint Emilion;66;48.83372354344807, 2.386601903271428;
35004;Place du Président Salvador Allende;60;48.897307310356055, 2.40079153681279;
8011;Clapeyron - Moscou;15;48.88078819514121, 2.324815057218075;
21955;Vaugirard - Verrerie;26;48.820881336842, 2.2367222622987;
32301;Mairie de Romainville;17;48.885109, 2.435679;
23902;Gallieni - Lycée Charles Petitet;45;48.927640283627, 2.3308986340524;
15030;Emeriau - Beaugrenelle;74;48.84791249714942, 2.2843059897422795;
17107;Berthier - Place Stuart Merril;37;48.885927922355044, 2.2933450341224675;
16002;Pergolèse - Malakoff;38;48.87521088779225, 2.2842781618237495;
15004;Vaugirard - Pasteur;21;48.84040868803496, 2.3154367133975033;
21306;Place Lafayette;62;48.829654975522, 2.2638675570488;
9102;Londres - Place d'Estienne d'Orves;25;48.876693805756986, 2.3305362090468407;
21315;Jules Guesdes - Général de Gaulle;24;48.81930581291959, 2.278934195637703;
23102;Hôtel de Ville de Sèvres;32;48.824363561289, 2.2131047397852;
14011;Place des Droits de l'Enfant;39;48.8274804, 2.3319217;
10019;Paradis - Hauteville;31;48.874999954666755, 2.3522757401923404;
20022;Porte de Bagnolet;33;48.864707139122984, 2.408344637349607;
26004;Gare RER les Grésillons;22;48.919898633572764, 2.31458459136273;
16042;Murat - Porte de Saint-Cloud;38;48.83750862621299, 2.2577651962637906;
12156;Niger - Soult;24;48.84369906369085, 2.410361237220498;
41405;Place de l'Europe - Alfortville;24;48.78913702405837, 2.4284800887107854;
10027;Dunkerque - Alsace;20;48.879355, 2.358379;
1102;Française - Etienne Marcel;37;48.864053304653766, 2.347587011754513;
24006;Adolphe Lalyre - Armand Silvestre;40;48.90406266961591, 2.273416221141815;
4018;Saint-Bon - Rivoli;31;48.857999643315, 2.3502172809763;
2008;Mairie du 2ème;28;48.8672190355135, 2.3404625437747044;
6201;Saint Pères - Saint Germain;22;48.853729675265, 2.3300181032703;
14201;Decrès - Alésia;30;48.832200060759, 2.3139070151575;
21119;Belfort - Victor Hugo;24;48.9018492, 2.3172724;
1024;Coquillière - Louvre;21;48.863795909662, 2.3425736278296;
6007;Bréa - Raspail;24;48.842738478258, 2.3297942217634;
8018;Saint-Augustin;45;48.8762009747008, 2.319786250591278;
34011;Clef des Champs - Albert Dhalenne;28;48.914938, 2.330665;
24005;Edith Cavell - Volta;33;48.901616564286975, 2.269354350864887;
42024;Danielle Casanova - Ledru-Rollin;28;48.815783497876815, 2.383259721100331;
19117;Euryale Dehaynin - Loire;30;48.886248917304805, 2.3774591088294987;
23803;Sydney Bechet - Jacques Gautier;20;48.844373437692, 2.1882475733068;
43004;Montreuil - République;25;48.85026349463687, 2.4345204234123234;
31701;Mairie de Bagnolet;28;48.868421318555, 2.4179587885737;
8007;Rome - Provence;30;48.874230055580306, 2.325570111724113;
21218;Gabriel Péri - Place de la Libération;18;48.819828421929, 2.3117361743705;
18101;Championnet.;22;48.8953643, 2.3498166;
19007;Flandre - Ourcq;30;48.89260159189023, 2.3790915682911873;
13037;Ivry - Baudricourt;20;48.824695995415006, 2.363106073577468;
13008;Place d'Italie - Soeur Rosalie;52;48.831908520394, 2.3546943448098;
16140;Hippodrome de Longchamp;30;48.86413226532, 2.239905372262;
22302;Gare RER - Général de Gaulle;41;48.933548439566, 2.3064726536317;
12165;Champs de Manoeuvre - Cartoucherie;35;48.835261, 2.447974;
34005;Adrien Lesesne - Docteur Bauer;30;48.90263867304635, 2.348248063431511;
17010;Jonquière - Docteur Paul Brousse;54;48.894799816683985, 2.318705212173216;
18024;Clignancourt - Ordener;35;48.891457726153774, 2.348636478060487;
8008;Joseph Sansboeuf - Saint Lazare;32;48.875315630653, 2.3229019716382;
23703;Gare de Chaville Rive Gauche;18;48.805160304345, 2.188277207315;
30006;Pierre-Simon Girard  - Paris;1;48.901342171637, 2.4560186601176;
14111;Cassini - Denfert-Rochereau;25;48.837525839067, 2.3360354080796;
17026;Jouffroy d'Abbans - Wagram;40;48.881973298352, 2.301132157445;
5022;Boulangers - Cardinal Lemoine;20;48.8462904, 2.3521495;
46002;Rouget de Lisle;35;48.764615483395254, 2.4071189761161804;
33017;Anatole France - President Roosevelt;29;48.9155156, 2.3814103;
42706;Roger Salengro - Fontainebleau;25;48.814548697325, 2.3611663654447;
14008;Mouton Duvernet - Général Leclerc;28;48.831632518293, 2.3293121159077;
5124;Erasme - Ulm;24;48.84264375274712, 2.3445946723222733;
20131;Repos - Cimetière du Père Lachaise;33;48.859358523593, 2.3896131366845;
44003;Gabriel Péri - Danielle Casanova;20;48.790114, 2.4025777;
31003;Paris - Emile Zola;30;48.854898095789295, 2.4186685681343083;
19024;Botzaris - Parc des Buttes Chaumont;20;48.877951, 2.381464;
14136;Auguste Cain - Jean Moulin;40;48.82577028927573, 2.3210415244102482;
9021;Saint Georges - d'Aumale;23;48.87778639599673, 2.337429821491241;
23009;Anatole France - Louise Michel;50;48.88873214926474, 2.2881576418876652;
18020;Francoeur - Marcadet;20;48.89104123261663, 2.340014585442034;
20040;Parc de Belleville - Julien Lacroix;26;48.8703459, 2.3842214;
20118;Orteaux - Mouraud;24;48.85558642847872, 2.408762907764669;
16112;Chernoviz - Raynouard;37;48.8569864146289, 2.282173218142987;
42703;Fontainebleau - Edmond Michelet;45;48.80956436844049, 2.3626908659935;
15003;Gare Montparnasse - Vaugirard;66;48.8418071798797, 2.31951002690117;
31704;Jeanne Hornet - Girardot;29;48.873802681432146, 2.427820265293122;
13114;Nationale - Marcel Duchamp;23;48.82463749337136, 2.3678014799952507;
7026;Place de Finlande;25;48.862408335967, 2.3113624379039;
13019;Fernand Braudel - Vincent Auriol;36;48.83637852318147, 2.3723404482007027;
12120;Lac Daumesnil - Saint-Maurice;50;48.82774555743318, 2.4183654785156246;
20117;Saint-Fargeau - Mortier;31;48.87266656122256, 2.407912909984589;
21316;Cimetière d'Issy-les-Moulineaux;24;48.817699773925, 2.2609312087297;
4003;Quai aux Fleurs - Pont Saint-Louis;21;48.852915956209, 2.3521957173944;
31025;Paul Signac - Aristide Briand;35;48.86950262156371, 2.4502260982990265;
12043;Daumesnil - Hébrard;40;48.8429, 2.38474;
35007;Benjamin Delessert - Jean Lolive;21;48.89392043619345, 2.417981922626496;
44005;Place Saint-Just;22;48.790379518724265, 2.3895226791501045;
17119;Toqueville - Cardinet;33;48.88490187110713, 2.3109393194317818;
46003;Conservatoire de Musique;25;48.770935866676, 2.4034014344215;
18030;Joseph Dijon - Ornano;37;48.89374453351521, 2.3476678133010864;
15127;Place Charles Michels;37;48.846401, 2.28502;
3010;Beaubourg - Michel-le-Comte;17;48.862534941806, 2.3543103039265;
9009;Square Montholon;21;48.876620377545024, 2.3457641154527664;
20001;Place de la Nation - Charonne;36;48.848364667777, 2.3997623859813;
22306;Place du 17 Octobre;20;48.91962690034779, 2.2978286134199792;
22506;Gare des Vallées;20;48.913179, 2.257726;
1116;Ventadour - Opéra;27;48.866810653323, 2.3343884482519;
15040;Saint-Amand - Labrouste;36;48.834097274832295, 2.3087677359581;
10201;Magenta - Chabrol;24;48.876495350882, 2.3560990020633;
20010;Sorbier - Gasnier-Guy;34;48.865217631011, 2.3936596512794;
32011;Stade de France - Francis de Pressensé;44;48.919141953558, 2.3620655760169;
25007;Bons Raisins - Voltaire;24;48.87282451461399, 2.1947155570850896;
48006;Maxime Gorki - Paul Vaillant-Couturier;20;48.79673508795443, 2.3683342337608337;
41103;Place de la vache noire;25;48.81040517059777, 2.327060401439667;
11111;Léon Frot - Charonne;38;48.854963800335, 2.387217085372;
16025;Jean de la Fontaine - Boulainvilliers;68;48.85264791461651, 2.2758664190769196;
16116;George Sand - Jean de La Fontaine;29;48.84986918764119, 2.268257387525699;
15113;Arsonval - Falguière;25;48.84040040365445, 2.313117867297474;
6020;Place Saint-André des Arts;37;48.852886173881, 2.3426544293761;
5031;Lacépède - Linné;54;48.8437035476636, 2.354651279747486;
16104;Paul Valery - Victor Hugo;35;48.87137406080164, 2.2887128591537476;
13013;Saint-Marcel - Hôpital;21;48.839504424583, 2.3609894170229;
22507;Châteaudun - Place de la Liberté;26;48.90970830301211, 2.2454486480600626;
12157;Fabre d'Eglantine - Place de la Nation;68;48.8471116, 2.3956204;
7023;Bourdonnais - Tour Eiffel;60;48.860897797941, 2.295599598447;
6010;Chevreuse - Montparnasse;15;48.841739161231, 2.3315522167367;
1022;Danielle Casanova - Place Vendôme;37;48.868266498223, 2.3304839059711;
23805;Suresnes - Place du Souvenir Français;0;48.847007898514, 2.1941100043056;
18017;Caulaincourt - Place Constantin Pecqueur;44;48.889677905028, 2.3381787144261;
19041;Belleville - Pyrénées;42;48.8741908, 2.3860039;
23403;Chateau;22;48.774661399959, 2.3135878035462;
45001;Hôtel de Ville de Champigny sur Marne;21;48.813810628405, 2.5096759200096;
18138;Station Paris Basketball - Ney - Charles Hermite;20;48.898748039775, 2.3645754531026;
13110;Moulin de la Pointe;22;48.82092946051445, 2.3563179373741145;
23105;Sèvres Rive Gauche;33;48.821443218278, 2.2150785306885;
15009;Suffren - Pérignon;46;48.84717561492764, 2.307052147596786;
20047;Cours de Vincennes - Davout;48;48.847238029966, 2.4107042336225;
19113;Pré Saint-Gervais - Lilas;28;48.877870626988, 2.3959073424339;
15125;Parc Suzanne Lenglen;52;48.833250690537874, 2.2765403240919113;
21115;Chancé Milly - Cimetière Communal Sud;32;48.89687189382465, 2.303922325372696;
13039;Ivry - Simone Weil;18;48.823283932030755, 2.3659095168113713;
10012;Vinaigriers - Magenta;25;48.8731167, 2.3593052;
4001;Arcole - Notre-Dame;31;48.853883541328, 2.3493797332048;
20007;Buzenval - Avron;50;48.851617204999, 2.4015135973077;
13109;Brillat-Savarin - Küss;21;48.822203, 2.350422;
22303;Lucien Lanternier - Le Luth;27;48.93159430558871, 2.2889783978462224;
18006;Square Louise Michel;36;48.884687354509, 2.3441386967897;
11017;Charonne - Bureau;47;48.854176, 2.396093;
9006;Dunkerque - Trudaine;16;48.88215166773376, 2.3463253676891327;
21314;Chemin de Bretagne;29;48.824753068884, 2.2588385956052;
6022;Marché Saint-Germain;21;48.85165625855281, 2.335500307381153;
11033;Bréguet - Sabin;33;48.856931678257, 2.3706749462105;
19110;Square Claude Bernard;30;48.89876016219984, 2.375325746834278;
16013;Mairie du 16ème;35;48.863936848471994, 2.2765953093767166;
8027;Mairie du 8ème;28;48.877932, 2.318264;
21026;Sèvres - Général Leclerc;30;48.830121559055, 2.2314262390137;
13017;Nationale - Vincent Auriol;33;48.83252708397293, 2.362354410392119;
13125;Gare d'Austerlitz - Pont Charles de Gaulle;75;48.842319830109, 2.3670300096273;
10166;Strasbourg - Saint-Denis;16;48.869601642433, 2.3542908579111;
6015;André Mazet - Saint-André des Arts;55;48.85375581057431, 2.3390958085656166;
8202;Londres - Europe;27;48.878618556803, 2.3248164693922;
18010;Riquet - Marx Dormoy;36;48.89021003702, 2.3601756244898;
21329;Gare - Aristide Briand;29;48.821410564722, 2.2555950104387;
21704;Place du Maréchal de Lattre de Tassigny;27;48.821707715257055, 2.2853431485432423;
19121;Belleville -  Pré Saint-Gervais;21;48.875565910073, 2.3930460959673;
19114;Manin - Secrétan;20;48.8791665, 2.3787959;
5027;Gobelins - Port-Royal;40;48.837135900263, 2.3515201359987;
21207;Verdier - République;29;48.815403766277, 2.31739372015;
16023;Passy - Place du Costa Rica;33;48.8584893, 2.2839655;
42004;Westermeyer - Paul Vaillant-Couturier;25;48.819116181578764, 2.3966637253761296;
6005;Montparnasse -  Square Ozanam;49;48.843310567822, 2.3265242949128;
11018;Saint-Maur - République;50;48.864185861455, 2.3783174157143;
15062;Convention - Lourmel;36;48.842055041656, 2.2859910875559;
19204;Rampal - Belleville;20;48.873114661405, 2.3798409114805;
18042;Place Pigalle;21;48.8827555, 2.3361566;
40004;Créteil Village;25;48.79122395576, 2.4642198533952;
15026;Bir Hakeim;33;48.853844054334, 2.289705348222;
17123;Mstislav Rostropovitch - Berthier;18;48.892120821173975, 2.309234105050564;
5016;Thouin - Cardinal Lemoine;17;48.845047166615, 2.3494647851273;
31024;Romainville - Vaillant-Couturier;38;48.86785, 2.446748;
21326;Moulin de Pierre - Abbé Grégoire;20;48.822036188382, 2.2754641655975;
9008;Tour d'Auvergne - Rodier;17;48.879161, 2.343698;
21328;Verger - Colonel Guichard;29;48.816376985087, 2.2670380088932;
31103;Gare Rosny-Bois-Perrier;35;48.88115023337061, 2.480436824262142;
12151;Gare de Lyon - Place Louis Armand;60;48.845515089794, 2.3726498446286;
92007;Pesaro - Préfecture;22;48.89577046284005, 2.223908342421055;
31102;Boissière - Etienne Dolet;21;48.876111, 2.4677312;
14012;Sibelle - Alésia;37;48.826701758539215, 2.3384983465075493;
44013;Edouard Tremblay - Julian Grimaux;30;48.781383825117, 2.3723508417606;
35020;Marcelle - Thalie;20;48.8835462, 2.4137883;
18028;Championnet - Vauvenargues;33;48.89401874744574, 2.3319872841238976;
32003;Wilson - Métallurgie;28;48.909423010092326, 2.3584435880184174;
8035;Bienfaisance - Place de Narvik;36;48.87660163459077, 2.3129771277308464;
10113;Parmentier - Hôpital Saint-Louis;43;48.871379874257, 2.3698963836667;
16018;Flandrin - Henri Martin;18;48.8643275, 2.2724174;
24002;Gare de Courbevoie;35;48.8993867, 2.2506506;
16034;Porte d'Auteuil;33;48.8479394142243, 2.2608396783471107;
41404;Carnot - Pâquerettes;26;48.79592939432515, 2.4261841177940373;
21109;Guichet - Jean Jaurès;28;48.905169868129036, 2.3023840785026555;
20119;Square des Saint-Simoniens;25;48.8701796, 2.3967273;
7004;Raspail - Varenne;18;48.853147816545, 2.3263905197382;
21111;Professeur René Leriche - Général Leclerc;50;48.90782845483013, 2.307887971401215;
27008;Labouret - Saint-Denis;24;48.924066621513, 2.2539156570765;
22101;Gare Routière de Saint Cloud;31;48.84288183896324, 2.222245037555695;
13016;Primo Levi - Frigos;34;48.83094844846017, 2.37965351592796;
13043;Dunois - Clisson;51;48.832294, 2.3674523;
9115;Milton - Manuel;22;48.878249, 2.341181;
16123;Mahatma Gandhi;26;48.876356, 2.264205;
14002;Edgar Quinet - Raspail;46;48.83940266673835, 2.32971478253603;
1120;Lavandieres Sainte Opportune - Rivoli;27;48.859279702476, 2.3466217517853;
23007;Président Wilson - Jean Jaures;27;48.89034054052266, 2.2920683026313786;
16043;Place de Passy;15;48.85780291711202, 2.277500546942199;
40001;Hôpital Mondor;28;48.798922410229, 2.4537451531298;
21010;Silly - Galliéni;25;48.835583838706, 2.2325500845909;
25006;Place Nelson Mandela;22;48.862453313908, 2.1961666225454;
21216;Louis Lejeune - Barbès;25;48.81807418981508, 2.3267009854316716;
8048;Marceau - Chaillot;21;48.868834023334, 2.2986030816809;
9002;Abbeville - Faubourg Poissonnière;14;48.879223, 2.349147;
10029;Dunkerque - Rocroy;24;48.880726, 2.351464;
17008;Porte Pouchet-Bessières;23;48.8978765, 2.3230632;
5005;Gay Lussac - Saint-Jacques;42;48.844730256132, 2.3419239448664;
14138;Porte de Vanves;32;48.828012849445, 2.3056878894567;
21005;Hôtel de Ville de Boulogne Billancourt;26;48.83495885166784, 2.2416803240776066;
6025;Assas - Rennes;32;48.8492084999386, 2.32851454623001;
4201;Quai des Célestins - Henri IV;12;48.851290697625, 2.3624387532495;
17013;Legendre - Dulong;23;48.885325169402904, 2.316423766314984;
41601;Général De Gaulle - Alouette;26;48.839109, 2.4175664;
9010;Rochechouart lamartine;24;48.876719895109, 2.344393021854;
17125;Marie-Georges Picquart - Pereire;32;48.88863669349711, 2.3111706599593163;
16030;Place de Barcelone - Mirabeau;55;48.847623027364, 2.2735664248466;
21008;Victor Hugo - Galliéni;34;48.838020154411, 2.2460845112801;
11035;Parmentier - Abel Rabaud;52;48.86921273836114, 2.371688821240712;
19013;Laumière - Petit;34;48.88467368538326, 2.380039058625698;
19205;Simon Bolivar - Henri Turot;23;48.877475489801, 2.3739709492211;
17102;Alfred Roll - Berthier;28;48.887808570529, 2.3000952981763;
41606;Pasteur - Gambetta;19;48.84572797384512, 2.4236011505126953;
43402;Place de Verdun;40;48.8202823, 2.473775;
22505;Mairie de La Garenne Colombes;22;48.90663823468682, 2.24679596722126;
5119;Jussieu - Guy de la Brosse;40;48.845665, 2.355653;
10206;René Boulanger - Lancry;34;48.868769331741, 2.3598745346052;
14104;Boyer-Barret - Raymond Losserand;23;48.83329880233322, 2.3173383995890617;
15029;Emeriau - Place de Brazzaville;51;48.850785261674964, 2.2871585190296173;
7006;Quai Voltaire;32;48.858942986179, 2.3314182047146;
32014;Place du Cornillon - Stade de France;34;48.92540695835961, 2.3644426837563515;
44102;Verdun - Adrien Damalix;26;48.8222334178559, 2.4215328320860863;
35017;Toffier Decaux - Cartier Bresson;18;48.90165072551549, 2.4017545580863957;
4110;Neuve Saint-Pierre - Beautreillis;20;48.85355351439652, 2.3639122769236565;
6017;Sénat - Condé;33;48.84954227788459, 2.337939441204071;
17201;Porte Maillot - Perreire;51;48.878021154637, 2.2842371277102;
20019;Place du Maquis du Vercors;31;48.877321579493575, 2.4083782732486725;
18208;Tourlaque - Damrémont;0;48.887912943261, 2.3328311485014;
15061;Square Desnouettes;22;48.83476837934194, 2.284142297394666;
11107;Faidherbe - Dahomey;44;48.851358329771806, 2.383823134795429;
2014;Daunou - Louis le Grand;32;48.869113, 2.332515;
35008;Place de l'Eglise - Pantin;30;48.892809461520265, 2.4124351143836975;
16041;Versailles - Claude Terrasse;46;48.840219338074, 2.263834191153;
8029;Place du Canada;58;48.865346269363, 2.3101937879648;
21009;Le Corbusier - Jean Jaurès;46;48.83780830557548, 2.2408381104469304;
31707;Edouard Vaillant - Galliéni;49;48.858462881661, 2.4147954583168;
11031;Jacquard - Ternaux;39;48.8646605, 2.373162;
16007;Longchamp - Place d'Iéna;10;48.864917233434, 2.2926748171449;
16101;Malakoff - Place de la Porte Maillot;28;48.876733496638, 2.2834577411413;
10018;Square Alban Satragne;30;48.875388227727, 2.3559567333359;
42701;Charles Gide - Fort de Bicêtre;30;48.8071937956922, 2.353984415531159;
8549;George V - Christophe Colomb;24;48.87046, 2.30104;
16011;Victor Hugo - La Pompe;41;48.86795222470859, 2.28146318346262;
12007;Gare de Lyon - Chalon;45;48.845666194202, 2.3741452395916;
13032;Italie - Jardin Joan Miro;26;48.81990914045756, 2.3592948541045193;
15064;Javel - André Citroën;45;48.846276485475, 2.2786368057132;
21401;Mairie de Clamart;33;48.800612, 2.262151;
33016;Fort d'Aubervilliers;22;48.91502382370325, 2.4035281687974925;
19210;Place des Fêtes - Solitaires;29;48.876644633122, 2.3920327806309;
1007;Turbigo - Française;16;48.86358858111446, 2.3477794602513313;
18004;Place des Abbesses;12;48.884542726149725, 2.3386867716908455;
15111;Olivier de Serres - Leriche;25;48.83460221715206, 2.2957482933998112;
23702;Hôtel de Ville de Chaville;20;48.80887149094033, 2.188134044408798;
35012;Candale - Mehul;25;48.8893935006175, 2.414379715919495;
33020;Waldeck Rochet - Germaine Tillon;31;48.91105960199651, 2.3676301538944244;
5003;Le Goff - Gay-Lussac;35;48.846102400979, 2.3412207886577;
3007;Archives - Pastourelle;28;48.8623615, 2.3595041;
18112;Arthur Ranc - Hôpital Bichat;26;48.8978712500682, 2.333521842956543;
16201;Porte Dauphine;65;48.871139344351, 2.2749781616017;
9019;Victor Massé - Jean-Baptiste Pigalle;18;48.8811043724, 2.3366955667734;
19046;Porte de Pantin.;33;48.889199725577, 2.3950181901455;
42210;Victor Hugo - Paul Eluard;32;48.819602554907, 2.4114319673051;
21011;Silly - Louis Blériot;23;48.83219045374266, 2.2340199351310734;
18016;Francoeur - Caulaincourt;34;48.8899944409612, 2.342529706656933;
20003;Pyrénées - Cours de Vincennes;21;48.847796779935, 2.4061721563339;
12102;Bercy - Traversiére;30;48.846192642574, 2.3703800886869;
14004;Port Royal - Hôpital Cochin;23;48.838608030238, 2.3406994164846;
12022;Sahel - Général Michel Bizot;47;48.840872964793355, 2.4044444784522057;
19014;Lorraine - Jean Jaurès;19;48.8863865, 2.3825772;
13055;M.- A. Lagroua Weill-Hallé -  F. Dolto;74;48.828595283857425, 2.380220606266108;
21027;Fief - République;25;48.83170888166024, 2.255771979689598;
15044;Dantzig - Lefebvre;33;48.83013921586756, 2.295934036374092;
8044;Alfred de Vigny - Place du Général Brocard;33;48.87836138361425, 2.305254448220567;
23106;Pavé des Gardes - Charles Vaillant;20;48.81168551728, 2.2111820107205;
22602;Place Henri Dunant - Gare RER;31;48.788093281931, 2.2909234046643;
21320;Président Roosevelt - Rouget de Lisle;40;48.83047518749, 2.2616135525345;
9035;Gare Saint-Lazare - Place de Budapest;44;48.877753, 2.327339;
35002;Jean Jaurès - Presles;31;48.907134414988, 2.3960057280531;
2202;Réaumur - Montmartre;1;48.86791186523, 2.3448715883461;
17038;Grande Armée - Brunel;62;48.876116, 2.288124;
1003;Saint-Denis - Rivoli;43;48.859059340842, 2.3476943001151;
1117;Pont Neuf - Rivoli;27;48.860089892617, 2.344057559967;
13103;Hôpital Pitié Salpêtrière;50;48.8377016, 2.3604946;
15059;Parc André Citroën;65;48.840639944297, 2.2780618071556;
13041;Porte d'Ivry;50;48.821768747596, 2.3688706755638;
21311;Parvis Corentin Celton;55;48.827472525227, 2.2784319519997;
11003;Keller - La Roquette;34;48.8555508, 2.3752778;
11019;Charonne - Philippe-Auguste;32;48.855603162026, 2.39054639062;
15063;Convention - Saint-Charles;23;48.843156111116, 2.2831090539694;
31018;Gambetta - Michelet;33;48.85273792380526, 2.429966032505036;
33005;République - Henri Barbusse;32;48.90661553626751, 2.389432489871979;
14007;Ferrus - Saint-Jacques;34;48.8313878, 2.3408563;
9013;Mairie du 9ème;24;48.873267137583, 2.3407534480528;
13020;Paul Klee - Place Augusta Holmes;43;48.838946417408025, 2.3704235663952966;
19124;Alexander Fleming - Belvédère;31;48.88179064200294, 2.4030599377642674;
14113;Santé - Arago;38;48.83507657562064, 2.3415737262044938;
13117;Stade Georges Carpentier;40;48.820482438381, 2.3668321967125;
10017;Gare de l'Est - Fidélité;15;48.874575, 2.356796;
10110;Louis Blanc - Jemmapes;31;48.879330755297, 2.3684485629201;
